개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3940000,202639400000800023,경기도 고양시청,경기도 고양시 덕양구 덕은동 224-2 (제2자유로 덕은교),,차량방범,2,900,110도 전면,30,201610,031-8075-2578,37.5857913,126.8766456,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800024,경기도 고양시청,경기도 고양시 덕양구 덕은동 425-113,,차량방범,1,900,110도 전면,30,202210,031-8075-2578,37.5818897,126.8575496,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800025,경기도 고양시청,경기도 고양시 덕양구 덕은동 425-112,,차량방범,1,900,110도 전면,30,202210,031-8075-2578,37.5818400,126.8579002,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800026,경기도 고양시청,경기도 고양시 덕양구 덕은동 519-89,,차량방범,1,900,110도 전면,30,202210,031-8075-2578,37.5778467,126.8615829,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800027,경기도 고양시청,경기도 고양시 덕양구 덕은동 323-2,,차량방범,1,900,110도 전면,30,202210,031-8075-2578,37.5793522,126.8711502,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800028,경기도 고양시청,경기도 고양시 덕양구 덕은동 574-2,,차량방범,1,900,110도 전면,30,202210,031-8075-2578,37.5794240,126.8714377,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800029,경기도 고양시청,경기도 고양시 덕양구 덕은동 532-4,,차량방범,1,900,110도 전면,30,202210,031-8075-2578,37.5809545,126.8714620,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800030,경기도 고양시청,경기도 고양시 덕양구 덕은동 532-5,,차량방범,1,900,110도 전면,30,202210,031-8075-2578,37.5808260,126.8716689,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800031,경기도 고양시청,경기도 고양시 덕양구 덕은동 257-18(좌측) 상암에너지충전소,,차량방범,1,900,110도 전면,30,202210,031-8075-2578,37.5795387,126.8591446,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800032,경기도 고양시청,경기도 고양시 덕양구 덕은동 257-18(우측) 상암에너지충전소,,차량방범,1,900,110도 전면,30,202210,031-8075-2578,37.5794961,126.8594322,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800033,경기도 고양시청,경기도 고양시 일산동구 식사동 513-4(식사삼거리),,차량방범,2,900,110도 전면,30,201010,031-8075-2578,37.6642558,126.8176220,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800034,경기도 고양시청,경기도 고양시 일산동구 장항동 525-10(장항 IC),,차량방범,1,900,110도 전면,30,200910,031-8075-2578,37.6431906,126.7604435,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800035,경기도 고양시청,경기도 고양시 일산동구 백석동 503-171(섬말다리),,차량방범,1,900,110도 전면,30,201210,031-8075-2578,37.6325283,126.7928672,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800036,경기도 고양시청,경기도 고양시 일산동구 장항동 502-149(한류월드IC),,차량방범,1,900,110도 전면,30,201210,031-8075-2578,37.6450737,126.7502552,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800037,경기도 고양시청,경기도 고양시 일산동구 장항동 535-12 (장항IC 진입방향),,차량방범,1,900,110도 전면,30,201610,031-8075-2578,37.6422092,126.7598904,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800038,경기도 고양시청,경기도 고양시 일산동구 설문동 891(설문교),,차량방범,1,900,110도 전면,30,200910,031-8075-2578,37.7288496,126.8004946,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800039,경기도 고양시청,경기도 고양시 일산동구 백석동 1110-5(제2자유로 신평IC 진출방향),,차량방범,1,900,110도 전면,30,202110,031-8075-2578,37.6325540,126.7851959,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800040,경기도 고양시청,경기도 고양시 일산서구 일산동 1606(고봉산 삼거리 금정굴방향 등산로 입구),,차량방범,1,900,110도 전면,30,202110,031-8075-2578,37.6989574,126.7806755,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800041,경기도 고양시청,경기도 고양시 일산서구 대화동 1948-23(킨텍스 IC),,차량방범,1,900,110도 전면,30,200910,031-8075-2578,37.6573817,126.7426323,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800042,경기도 고양시청,경기도 고양시 일산서구 대화동 1375-3(이산포 IC),,차량방범,2,900,110도 전면,30,200910,031-8075-2578,37.6656343,126.7303077,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800043,경기도 고양시청,경기도 고양시 일산서구 대화동 1948-14 (킨텍스IC 진입방향),,차량방범,1,900,110도 전면,30,201610,031-8075-2578,37.6560131,126.7420848,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800044,경기도 고양시청,경기도 고양시 일산서구 구산동 1474(구산 IC),,차량방범,1,900,110도 전면,30,200910,031-8075-2578,37.6838811,126.6806469,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800045,경기도 고양시청,경기도 고양시 일산서구 덕이동 310(광성교회 앞),,차량방범,1,900,110도 전면,30,201010,031-8075-2578,37.7022042,126.7598242,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800046,경기도 고양시청,경기도 고양시 일산서구 덕이동 1495-1(삽다리),,차량방범,1,900,110도 전면,30,201210,031-8075-2578,37.7030752,126.7317383,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800047,경기도 고양시청,경기도 고양시 일산서구 구산동 1015-8 (탑골IC 진출방향),,차량방범,2,900,110도 전면,30,201610,031-8075-2578,37.6932229,126.7080157,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800048,경기도 고양시청,"경기도 고양시 덕양구 주교동 557-5 (주교2호 어린이공원,우일시장)",,생활방범,5,200,360도 전방,30,200910,031-8075-2578,37.6660472,126.8395020,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800049,경기도 고양시청,"경기도 고양시 덕양구 주교동 581 (원당초교 옆 놀이터 주변, 금강,백양)",,생활방범,3,200,360도 전방,30,201010,031-8075-2578,37.6614599,126.83432,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800050,경기도 고양시청,경기도 고양시 덕양구 주교동 296 (배다리어린이공원),,생활방범,4,200,360도 전방,30,201010,031-8075-2578,37.6625878,126.8294137,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800051,경기도 고양시청,경기도 고양시 덕양구 주교동 561-562 (우인아파트 뒤편도로),,생활방범,5,200,360도 전방,30,201110,031-8075-2578,37.6709168,126.8538325,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800052,경기도 고양시청,경기도 고양시 덕양구 주교동 583 (미성2차(청계마트) 앞),,생활방범,5,200,360도 전방,30,201110,031-8075-2578,37.6601134,126.8346777,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800053,경기도 고양시청,경기도 고양시 덕양구 주교동 1069-4 (마을입구 고양TG 인근),,생활방범,4,200,360도 전방,30,201310,031-8075-2578,37.6566357,126.8226822,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800054,경기도 고양시청,경기도 고양시 덕양구 주교동 591-5 (미도3차아파트 앞 노상),,생활방범,5,200,360도 전방,30,201310,031-8075-2578,37.6599969,126.83105,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800055,경기도 고양시청,경기도 고양시 덕양구 주교동 569 (CU 편의점 앞 노상),,생활방범,5,200,360도 전방,30,201310,031-8075-2578,37.6622827,126.8374079,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800056,경기도 고양시청,경기도 고양시 덕양구 주교동 313-16 (마상공원:근린공원),,생활방범,5,200,360도 전방,30,201310,031-8075-2578,37.6603399,126.83257,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800057,경기도 고양시청,경기도 고양시 덕양구 주교동 576 (주교7호:어린이공원),,생활방범,6,200,360도 전방,30,201310,031-8075-2578,37.6615213,126.8363692,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800058,경기도 고양시청,경기도 고양시 덕양구 주교동 557-5 (주교8호:어린이공원),,생활방범,5,200,360도 전방,30,201310,031-8075-2578,37.6816618,126.7806355,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800059,경기도 고양시청,경기도 고양시 덕양구 주교동 598 (성산빌라 B동),,생활방범,5,200,360도 전방,30,200510,031-8075-2578,37.6590199,126.83268,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800060,경기도 고양시청,경기도 고양시 덕양구 주교동 309-5 (현대그린빌라 앞),,생활방범,5,200,360도 전방,30,200910,031-8075-2578,37.6629194,126.8313361,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800061,경기도 고양시청,경기도 고양시 덕양구 주교동 531-6 (보람요양병원 앞 삼거리),,생활방범,4,200,360도 전방,30,201410,031-8075-2578,37.6681463,126.8338365,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800062,경기도 고양시청,경기도 고양시 덕양구 주교동 623-4 (시온장로교회 앞 삼거리),,생활방범,4,200,360도 전방,30,201410,031-8075-2578,37.6592962,126.8362261,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800063,경기도 고양시청,경기도 고양시 덕양구 주교동 592-2 (주교5호어린이공원),,생활방범,4,200,360도 전방,30,201410,031-8075-2578,37.6599613,126.830771,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800064,경기도 고양시청,경기도 고양시 덕양구 주교동 587 (주교6호어린이공원),,생활방범,4,200,360도 전방,30,201410,031-8075-2578,37.6594999,126.83322,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800065,경기도 고양시청,경기도 고양시 덕양구 주교동 582-10 (체육공원시설),,생활방범,5,200,360도 전방,30,201510,031-8075-2578,37.6597237,126.8334174,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800066,경기도 고양시청,경기도 고양시 덕양구 성사동 539 (원릉역 지하보도 앞),,생활방범,4,200,360도 전방,30,201610,031-8075-2578,37.6625757,126.8392756,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800067,경기도 고양시청,경기도 고양시 덕양구 주교동 313-16 (마상),,생활방범,5,200,360도 전방,30,201610,031-8075-2578,37.6618490,126.8345253,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800068,경기도 고양시청,경기도 고양시 덕양구 주교동 573-12 코사마트 원당점 사거리,,생활방범,5,200,360도 전방,30,201710,031-8075-2578,37.6661579,126.8403816,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800069,경기도 고양시청,경기도 고양시 덕양구 주교동 260-4 원당양평해장국 앞 삼거리,,생활방범,4,200,360도 전방,30,201810,031-8075-2578,37.6586169,126.8302125,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800070,경기도 고양시청,경기도 고양시 덕양구 주교동 551-18 임창타운 5동 옆 삼거리,,생활방범,5,200,360도 전방,30,201810,031-8075-2578,37.6661641,126.8399897,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800071,경기도 고양시청,경기도 고양시 덕양구 주교동 584-4 홈마트 앞 사거리,,생활방범,5,200,360도 전방,30,201810,031-8075-2578,37.6591385,126.8345678,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800072,경기도 고양시청,경기도 고양시 덕양구 주교동 556-5 - 원당농협 주교지점 거리,,생활방범,5,200,360도 전방,30,201910,031-8075-2578,37.6630811,126.8383029,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800073,경기도 고양시청,경기도 고양시 덕양구 주교동 527-5 원당중학교,,생활방범,5,200,360도 전방,30,201910,031-8075-2578,37.6628505,126.8241646,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800074,경기도 고양시청,경기도 고양시 덕양구 주교동 552-1 - 늘푸른병원,,생활방범,4,200,360도 전방,30,201910,031-8075-2578,37.6662215,126.8392920,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800075,경기도 고양시청,경기도 고양시 덕양구 주교동 581-9 - 성광파크뷰 주변,,생활방범,5,200,360도 전방,30,201910,031-8075-2578,37.6605136,126.8340781,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800076,경기도 고양시청,경기도 고양시 덕양구 주교동 572-2 - 장수빌라 주변,,생활방범,4,200,360도 전방,30,201910,031-8075-2578,37.6622190,126.8357581,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800077,경기도 고양시청,경기도 고양시 덕양구 주교동 570-5 - 주교7호 어린이공원 주변,,생활방범,5,200,360도 전방,30,201910,031-8075-2578,37.6614040,126.8365870,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800078,경기도 고양시청,경기도 고양시 덕양구 주교동 630 578-2 복권방 앞 삼거리,,생활방범,4,200,360도 전방,30,202010,031-8075-2578,37.6602219,126.8363907,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800079,경기도 고양시청,경기도 고양시 덕양구 주교동 630 602-14 고양시청 앞 5거리,,생활방범,5,200,360도 전방,30,202010,031-8075-2578,37.6566241,126.8324032,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800080,경기도 고양시청,경기도 고양시 덕양구 주교동 636 602-9 CU편의점 사거리,,생활방범,4,200,360도 전방,30,202010,031-8075-2578,37.6569254,126.8313931,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800081,경기도 고양시청,경기도 고양시 덕양구 주교동 626 562-22 삼화하이츠빌라 삼거리,,생활방범,4,200,360도 전방,30,202010,031-8075-2578,37.6660630,126.8392924,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800082,경기도 고양시청,경기도 고양시 덕양구 주교동 624 주교동 551 앞 삼거리(비닐하우스 앞),,생활방범,4,200,360도 전방,30,202010,031-8075-2578,37.6092176,126.8562909,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800083,경기도 고양시청,경기도 고양시 덕양구 주교동 1633-1 벽산아파트후문 버스정류장 옆,,생활방범,4,200,360도 전방,30,202010,031-8075-2578,37.6652868,126.8332560,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800084,경기도 고양시청,경기도 고양시 덕양구 주교동 353-3 (주교벽산아파트 후문(한전주)),,생활방범,3,200,360도 전방,30,202210,031-8075-2578,37.6645863,126.8319695,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800085,경기도 고양시청,경기도 고양시 덕양구 주교동 313-16 마상공원 입구,,생활방범,4,200,360도 전방,30,202210,031-8075-2578,37.6603751,126.8330678,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800086,경기도 고양시청,경기도 고양시 덕양구 주교동 642 (주교1공원 사거리),,생활방범,5,200,360도 전방,30,202210,031-8075-2578,37.6566551,126.8344222,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800087,경기도 고양시청,경기도 고양시 덕양구 주교동 275-6 (금산빌라 앞 사거리),,생활방범,5,200,360도 전방,30,202210,031-8075-2578,37.6622764,126.8303778,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800088,경기도 고양시청,경기도 고양시 덕양구 주교동 305-14 (삼거리 전봇대(한전주)),,생활방범,4,200,360도 전방,30,202210,031-8075-2578,37.6634175,126.8319945,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800089,경기도 고양시청,경기도 고양시 덕양구 신원동 279-1 (여가녹지공원),,생활방범,5,200,360도 전방,30,201110,031-8075-2578,37.6759043,126.8767265,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800090,경기도 고양시청,경기도 고양시 덕양구 원당동 산30-3 (낙타고개 삼거리),,생활방범,4,200,360도 전방,30,201410,031-8075-2578,37.6756732,126.8550810,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800091,경기도 고양시청,경기도 고양시 덕양구 원당동 170-2 (남강사철탕 사거리 주변),,생활방범,4,200,360도 전방,30,201410,031-8075-2578,37.6771368,126.8596533,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800092,경기도 고양시청,경기도 고양시 덕양구 원당동 378-6 공양왕릉 입구(일산칼국수 앞),,생활방범,4,200,360도 전방,30,201610,031-8075-2578,37.6742222,126.8494413,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800093,경기도 고양시청,경기도 고양시 덕양구 신원동 603(신원고교뒤),,생활방범,4,200,360도 전방,30,201610,031-8075-2578,37.6682204,126.8882342,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800094,경기도 고양시청,경기도 고양시 덕양구 신원동 617-1,,생활방범,4,200,360도 전방,30,201610,031-8075-2578,37.6641438,126.8881043,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800095,경기도 고양시청,경기도 고양시 덕양구 신원동 673 (신원초등학교앞 도로),,생활방범,4,200,360도 전방,30,201610,031-8075-2578,37.6672221,126.8851038,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800096,경기도 고양시청,경기도 고양시 덕양구 신원동 607,,생활방범,5,200,360도 전방,30,201610,031-8075-2578,37.6676145,126.8866856,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800097,경기도 고양시청,경기도 고양시 덕양구 신원동 673-5 (신원중학교),,생활방범,4,200,360도 전방,30,201610,031-8075-2578,37.6666659,126.887406,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800098,경기도 고양시청,경기도 고양시 덕양구 신원동 290-3 송강마을 입구 사거리,,생활방범,5,200,360도 전방,30,201810,031-8075-2578,37.6775687,126.8787958,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800099,경기도 고양시청,경기도 고양시 덕양구 신원동 626-2(동진프라자앞),,생활방범,5,200,360도 전방,30,201610,031-8075-2578,37.662205,126.890307,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800100,경기도 고양시청,경기도 고양시 덕양구 신원동 679-2,,생활방범,3,200,360도 전방,30,201610,031-8075-2578,37.6616108,126.8879322,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800101,경기도 고양시청,경기도 고양시 덕양구 신원동 679-4,,생활방범,5,200,360도 전방,30,201610,031-8075-2578,37.6615004,126.8891549,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800102,경기도 고양시청,경기도 고양시 덕양구 신원동 678,,생활방범,4,200,360도 전방,30,201610,031-8075-2578,37.6616775,126.8920876,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800103,경기도 고양시청,경기도 고양시 덕양구 신원동 678,,생활방범,4,200,360도 전방,30,201610,031-8075-2578,37.6598951,126.8889866,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800104,경기도 고양시청,경기도 고양시 덕양구 신원동 615,,생활방범,4,200,360도 전방,30,201610,031-8075-2578,37.6666548,126.8883677,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800105,경기도 고양시청,경기도 고양시 덕양구 신원동 610,,생활방범,4,200,360도 전방,30,201610,031-8075-2578,37.667734,126.890085,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800106,경기도 고양시청,경기도 고양시 덕양구 신원동 653 (삼송힐스테이트),,생활방범,3,200,360도 전방,30,201610,031-8075-2578,37.6627692,126.8859811,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800107,경기도 고양시청,경기도 고양시 덕양구 신원동 26-33,,생활방범,3,200,360도 전방,30,201610,031-8075-2578,37.659505,126.8885399,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
3940000,202639400000800108,경기도 고양시청,경기도 고양시 덕양구 신원동 646,,생활방범,3,200,360도 전방,30,201610,031-8075-2578,37.6613907,126.8883226,2026-01-22,I,2026-05-15 18:45:39,2026-01-22 22:53:32
